alt,ma,power,fuelFlow,TET,SFC,eff,P3,T3
1219.2,0.4,900000,0.061481,1054.4,68.3127,0.339453,10.142,600.75
1219.2,0.4,1000000,0.06675,1083.1,66.75,0.3474,10.618,609.46
1219.2,0.4,1100000,0.072012,1110.6,65.4652,0.354218,11.075,617.6
1219.2,0.4,1200000,0.077233,1136.7,64.3608,0.360296,11.519,625.29
1219.2,0.4,1300000,0.082468,1161.7,63.4368,0.365544,11.954,632.7
1219.2,0.4,1400000,0.087756,1186.3,62.6826,0.369942,12.381,639.87
1219.2,0.4,1500000,0.093084,1210.3,62.0557,0.373679,12.797,646.86
1219.2,0.4,1600000,0.098402,1233.5,61.5013,0.377048,13.206,653.59
1219.2,0.4,1700000,0.10382,1256.6,61.0696,0.379713,13.612,660.32
1219.2,0.4,1800000,0.10926,1279.3,60.7014,0.382016,14.01,666.92
1219.2,0.4,1900000,0.1147,1301.3,60.3692,0.384119,14.402,673.33
1219.2,0.5,100040,0.015893,713.26,158.8655,0.145966,4.3137,474.52
1219.2,0.5,200030,0.022348,782.57,111.7259,0.207552,5.5752,509.09
1219.2,0.5,300000,0.028173,833.93,93.9105,0.246926,6.506,530.88
1219.2,0.5,400010,0.033692,876.4,84.2285,0.27531,7.2869,547.15
1219.2,0.5,500000,0.039092,914.25,78.1825,0.2966,7.9687,560.64
1219.2,0.5,600000,0.044408,949.16,74.0133,0.313308,8.5864,572.58
1219.2,0.5,700000,0.049609,980.89,70.8693,0.327207,9.1587,583.03
1219.2,0.5,800000,0.054735,1010.3,68.4191,0.338925,9.6903,592.22
1219.2,0.5,900000,0.059873,1038.8,66.5255,0.348572,10.197,600.99
1219.2,0.5,1000000,0.064973,1065.7,64.9726,0.356903,10.681,609.15
1219.2,0.5,1100000,0.070178,1093,63.7985,0.363471,11.141,617.2
1219.2,0.5,1200000,0.075343,1118.9,62.7858,0.369334,11.587,624.84
1219.2,0.5,1300000,0.080528,1143.8,61.9444,0.37435,12.026,632.18
1219.2,0.5,1400000,0.085712,1167.6,61.2226,0.378764,12.457,639.25
1219.2,0.5,1500000,0.090918,1190.8,60.6119,0.38258,12.879,646.04
1219.2,0.5,1600000,0.096164,1213.6,60.1023,0.385825,13.291,652.66
1219.2,0.5,1700000,0.1015,1236.1,59.7079,0.388373,13.702,659.21
1219.2,0.5,1800000,0.10679,1257.7,59.3289,0.390854,14.1,665.44
1219.2,0.5,1900000,0.11221,1279.5,59.0558,0.392662,14.5,671.8
1219.2,0.5,2000000,0.11759,1300.6,58.7932,0.394415,14.888,677.94
1524,0,100040,0.017695,760.16,176.8727,0.131105,4.117,469.63
1524,0,200030,0.024474,821.85,122.3531,0.189525,5.3588,503.91
1524,0,300020,0.030544,871.58,101.8048,0.227778,6.2714,525.76
1524,0,400010,0.036386,915.65,90.9645,0.254923,7.0306,542.94
1524,0,500000,0.042029,955.18,84.0562,0.275874,7.6919,557.13
1524,0,600000,0.047525,991.25,79.2088,0.292757,8.2908,569.47
1524,0,700000,0.052953,1025.1,75.647,0.306541,8.8471,580.74
1524,0,800000,0.058422,1058.6,73.0277,0.317536,9.3566,591.18
1524,0,900000,0.063814,1089.8,70.904,0.327047,9.8433,600.81
1524,0,1000000,0.069177,1119.4,69.1767,0.335213,10.308,609.74
1524,0,1100000,0.074556,1148.1,67.7783,0.342129,10.753,618.14
1524,0,1200000,0.079924,1175.7,66.6034,0.348164,11.183,626.2
1524,0,1300000,0.085364,1202.6,65.6645,0.353143,11.609,634.05
1524,0,1400000,0.090847,1229.2,64.8906,0.357354,12.024,641.82
1524,0,1500000,0.096321,1254.8,64.214,0.36112,12.43,649.3
1524,0,1600000,0.10186,1280.2,63.663,0.364245,12.827,656.71
1524,0,1700000,0.10757,1306.8,63.2746,0.366481,13.213,664.4
1524,0.1,100030,0.017603,758.26,175.9842,0.131767,4.1209,469.78
1524,0.1,200030,0.024374,820.21,121.8499,0.190307,5.3629,504.05
1524,0.1,300020,0.030432,870.12,101.4315,0.228617,6.2751,525.91
1524,0.1,400010,0.03626,914.08,90.6491,0.25581,7.0347,543.05
1524,0.1,500000,0.04189,953.54,83.7795,0.276785,7.6966,557.21
1524,0.1,600000,0.04738,989.58,78.9658,0.293658,8.296,569.52
1524,0.1,700000,0.052784,1023.1,75.405,0.307525,8.853,580.7
1524,0.1,800000,0.058245,1056.6,72.8058,0.318504,9.3628,591.12
1524,0.1,900000,0.063629,1087.8,70.6992,0.327994,9.8498,600.76
1524,0.1,1000000,0.068984,1117.3,68.9843,0.336148,10.315,609.67
1524,0.1,1100000,0.074351,1145.9,67.5916,0.343074,10.761,618.05
1524,0.1,1200000,0.079716,1173.5,66.43,0.349073,11.192,626.1
1524,0.1,1300000,0.085131,1200.2,65.4853,0.354109,11.618,633.89
1524,0.1,1400000,0.090613,1226.8,64.7233,0.358278,12.033,641.65
1524,0.1,1500000,0.096078,1252.3,64.052,0.362033,12.439,649.11
1524,0.1,1600000,0.10157,1277.2,63.4842,0.365271,12.839,656.4
1524,0.1,1700000,0.10728,1303.7,63.1041,0.367471,13.226,664.08
1524,0.2,100040,0.017334,752.76,173.2724,0.133829,4.1322,470.26
1524,0.2,200030,0.0241,815.7,120.4827,0.192467,5.376,504.49
1524,0.2,300020,0.030094,865.73,100.3045,0.231185,6.2862,526.38
1524,0.2,400010,0.03588,909.35,89.6977,0.258523,7.0476,543.36
1524,0.2,500000,0.041477,948.67,82.9537,0.279541,7.7108,557.46
1524,0.2,600000,0.046937,984.53,78.2285,0.296426,8.3111,569.67
1524,0.2,700000,0.052281,1017.4,74.6873,0.31048,8.8708,580.65
1524,0.2,800000,0.057716,1050.7,72.1453,0.32142,9.3817,590.99
1524,0.2,900000,0.063082,1081.8,70.0915,0.330838,9.8696,600.61
1524,0.2,1000000,0.068419,1111.3,68.4189,0.338926,10.336,609.47
1524,0.2,1100000,0.073741,1139.5,67.0377,0.345909,10.784,617.8
1524,0.2,1200000,0.079077,1166.9,65.8973,0.351895,11.216,625.79
1524,0.2,1300000,0.084471,1193.5,64.978,0.356874,11.643,633.55
1524,0.2,1400000,0.089903,1219.5,64.2167,0.361104,12.061,641.14
1524,0.2,1500000,0.095346,1245,63.5642,0.364811,12.468,648.57
1524,0.2,1600000,0.10082,1269.7,63.0111,0.368013,12.869,655.78
1524,0.2,1700000,0.10641,1294.8,62.5936,0.370468,13.262,663.1
1524,0.2,1800000,0.11209,1320.4,62.27,0.372393,13.643,670.51
1524,0.3,100020,0.016921,743.48,169.1833,0.137064,4.1515,471.02
1524,0.3,200030,0.02355,806.91,117.7308,0.196966,5.3954,505.14
1524,0.3,300020,0.02953,858.33,98.4274,0.235594,6.3052,527.13
1524,0.3,400010,0.035237,901.4,88.0907,0.263239,7.0696,543.86
1524,0.3,500000,0.0408,940.85,81.6,0.284178,7.7344,557.97
1524,0.3,600000,0.046195,976.11,76.9921,0.301186,8.337,569.93
1524,0.3,700000,0.051509,1009,73.5834,0.315138,8.897,580.89
1524,0.3,800000,0.056834,1041,71.0419,0.326412,9.4133,590.81
1524,0.3,900000,0.062162,1071.9,69.0693,0.335734,9.9027,600.36
1524,0.3,1000000,0.067471,1101.4,67.4709,0.343688,10.37,609.19
1524,0.3,1100000,0.072751,1129.3,66.1369,0.35062,10.821,617.46
1524,0.3,1200000,0.078012,1156,65.0104,0.356696,11.257,625.31
1524,0.3,1300000,0.083366,1182.5,64.1278,0.361605,11.685,633.02
1524,0.3,1400000,0.088739,1208,63.3848,0.365844,12.105,640.45
1524,0.3,1500000,0.094127,1232.9,62.7512,0.369538,12.515,647.72
1524,0.3,1600000,0.099567,1257.5,62.2292,0.372637,12.919,654.88
1524,0.3,1700000,0.10505,1281.4,61.7937,0.375264,13.318,661.87
1524,0.3,1800000,0.1106,1305.5,61.4445,0.377397,13.706,668.88
1524,0.4,100040,0.016346,729.83,163.3917,0.141922,4.1804,472
1524,0.4,200030,0.022849,796.19,114.2292,0.203004,5.4223,506.31
1524,0.4,300020,0.02876,847.8,95.859,0.241907,6.3341,528.19
1524,0.4,400010,0.034318,890.13,85.7934,0.270288,7.1011,544.54
1524,0.4,500000,0.039838,929.89,79.6747,0.291045,7.7676,558.68
1524,0.4,600000,0.045183,965.12,75.3046,0.307935,8.3719,570.59
1524,0.4,700000,0.05042,997.39,72.0281,0.321943,8.935,581.25
1524,0.4,800000,0.055639,1028.3,69.5492,0.333418,9.4546,590.83
1524,0.4,900000,0.060871,1058.3,67.6348,0.342855,9.9492,600.09
1524,0.4,1000000,0.066137,1087.6,66.1374,0.350617,10.418,608.84
1524,0.4,1100000,0.071375,1115.4,64.8863,0.357378,10.871,617.05
1524,0.4,1200000,0.076577,1141.7,63.8138,0.363384,11.311,624.86
1524,0.4,1300000,0.081832,1167.3,62.9477,0.368384,11.746,632.41
1524,0.4,1400000,0.087141,1192.5,62.2439,0.37255,12.166,639.72
1524,0.4,1500000,0.092453,1216.9,61.6353,0.376228,12.579,646.79
1524,0.4,1600000,0.097815,1240.7,61.1345,0.37931,12.988,653.73
1524,0.4,1700000,0.10325,1264.4,60.7342,0.38181,13.389,660.63
1524,0.4,1800000,0.10868,1287.4,60.3796,0.384053,13.784,667.32
1524,0.4,1900000,0.11411,1309.6,60.0575,0.386112,14.172,673.82
1524,0.5,100040,0.015571,712.23,155.6468,0.148984,4.2193,473.23
1524,0.5,200030,0.02195,782.2,109.7326,0.211322,5.4583,507.79
1524,0.5,300000,0.027762,834.57,92.5375,0.25059,6.3702,529.57
1524,0.5,400010,0.0332,877.12,82.9978,0.279392,7.1385,545.82
1524,0.5,500000,0.038588,915.81,77.1745,0.300474,7.8107,559.57
1524,0.5,600000,0.043873,951.16,73.1209,0.317131,8.4169,571.46
1524,0.5,700000,0.04903,983.06,70.042,0.331072,8.9831,581.97
1524,0.5,800000,0.054162,1013.4,67.7026,0.342512,9.504,591.25
1524,0.5,900000,0.059259,1042,65.8435,0.352182,10.006,600.1
1524,0.5,1000000,0.064414,1070.2,64.4143,0.359996,10.481,608.5
1524,0.5,1100000,0.06959,1097.8,63.2641,0.366542,10.936,616.64
1524,0.5,1200000,0.074741,1124,62.2846,0.372306,11.378,624.38
1524,0.5,1300000,0.07994,1149.3,61.4924,0.377102,11.816,631.84
1524,0.5,1400000,0.085122,1173.6,60.8011,0.38139,12.243,638.99
1524,0.5,1500000,0.090331,1197.2,60.2207,0.385066,12.66,645.9
1524,0.5,1600000,0.095634,1220.7,59.7713,0.387961,13.072,652.71
1524,0.5,1700000,0.10095,1243.4,59.3833,0.390496,13.479,659.32
1524,0.5,1800000,0.1063,1265.7,59.0532,0.392679,13.878,665.82
1524,0.5,1900000,0.11167,1287.8,58.7742,0.394542,14.269,672.23
1524,0.5,2000000,0.11708,1309.3,58.5413,0.396112,14.657,678.5
1828.8,0,100040,0.017294,758.27,172.8661,0.134144,4.0283,468.36
1828.8,0,200030,0.024006,821.09,120.0142,0.193218,5.2474,502.7
1828.8,0,300020,0.030003,871.19,100.004,0.23188,6.1412,524.38
1828.8,0,400010,0.035826,916.49,89.5634,0.258911,6.887,541.81
1828.8,0,500000,0.041425,956.48,82.8502,0.27989,7.5397,556.11
1828.8,0,600000,0.046893,993.24,78.1538,0.296709,8.1267,568.49
1828.8,0,700000,0.052329,1028.3,74.7554,0.310197,8.6724,580.01
1828.8,0,800000,0.057773,1062.3,72.2159,0.321105,9.1746,590.51
1828.8,0,900000,0.063131,1093.8,70.1459,0.330581,9.6567,600.25
1828.8,0,1000000,0.068495,1124,68.4953,0.338548,10.114,609.21
1828.8,0,1100000,0.073873,1153.4,67.157,0.345294,10.553,617.77
1828.8,0,1200000,0.079243,1181.4,66.0357,0.351158,10.981,625.95
1828.8,0,1300000,0.08471,1209.2,65.1613,0.35587,11.403,634.07
1828.8,0,1400000,0.090177,1236.1,64.4121,0.360009,11.814,641.94
1828.8,0,1500000,0.095636,1262,63.7574,0.363706,12.217,649.52
1828.8,0,1600000,0.10132,1289.5,63.3234,0.366198,12.608,657.51
1828.8,0,1700000,0.10701,1316.5,62.9493,0.368375,12.99,665.31
1828.8,0.1,100040,0.017206,756.4,171.9883,0.134828,4.032,468.5
1828.8,0.1,200030,0.023912,819.53,119.5421,0.193981,5.2506,502.83
1828.8,0.1,300020,0.029898,869.79,99.652,0.232699,6.1448,524.54
1828.8,0.1,400010,0.035705,914.96,89.2607,0.259789,6.8904,541.89
1828.8,0.1,500000,0.041292,954.86,82.5834,0.280794,7.5444,556.2
1828.8,0.1,600000,0.046755,991.61,77.9241,0.297584,8.1319,568.54
1828.8,0.1,700000,0.052168,1026.4,74.5252,0.311155,8.6782,579.98
1828.8,0.1,800000,0.057599,1060.3,71.9987,0.322074,9.1807,590.46
1828.8,0.1,900000,0.062951,1091.8,69.9461,0.331526,9.663,600.19
1828.8,0.1,1000000,0.068307,1122,68.307,0.339481,10.121,609.14
1828.8,0.1,1100000,0.073672,1151.2,66.9749,0.346233,10.561,617.67
1828.8,0.1,1200000,0.079037,1179.2,65.8643,0.352071,10.99,625.85
1828.8,0.1,1300000,0.084487,1206.8,64.9897,0.356809,11.412,633.91
1828.8,0.1,1400000,0.089947,1233.7,64.2481,0.360928,11.823,641.76
1828.8,0.1,1500000,0.095399,1259.5,63.5996,0.364608,12.226,649.32
1828.8,0.1,1600000,0.10104,1286.6,63.1514,0.367196,12.619,657.19
1828.8,0.1,1700000,0.10673,1313.5,62.784,0.369344,13.002,664.98
1828.8,0.2,100040,0.016948,751.01,169.4061,0.136884,4.0428,468.98
1828.8,0.2,200000,0.023602,814.46,118.0083,0.196503,5.2612,503.21
1828.8,0.2,300020,0.029572,865.48,98.5663,0.235262,6.1555,525.01
1828.8,0.2,400010,0.035338,910.31,88.3438,0.262485,6.9027,542.2
1828.8,0.2,500000,0.040892,950,81.7841,0.283538,7.5587,556.44
1828.8,0.2,600000,0.046326,986.6,77.2099,0.300336,8.1467,568.69
1828.8,0.2,700000,0.051676,1020.5,73.8231,0.314115,8.6959,579.88
1828.8,0.2,800000,0.057087,1054.4,71.3582,0.324965,9.1992,590.31
1828.8,0.2,900000,0.062419,1085.8,69.3547,0.334353,9.6823,600.02
1828.8,0.2,1000000,0.067752,1115.9,67.7515,0.342264,10.142,608.93
1828.8,0.2,1100000,0.073072,1144.7,66.4295,0.349076,10.584,617.38
1828.8,0.2,1200000,0.07842,1172.6,65.3498,0.354843,11.014,625.53
1828.8,0.2,1300000,0.083814,1199.7,64.4725,0.359672,11.438,633.42
1828.8,0.2,1400000,0.089256,1226.4,63.7545,0.363723,11.85,641.24
1828.8,0.2,1500000,0.094686,1252.2,63.1241,0.367355,12.254,648.77
1828.8,0.2,1600000,0.10022,1277.7,62.6354,0.370221,12.654,656.23
1828.8,0.2,1700000,0.10589,1304.5,62.2857,0.3723,13.039,663.98
1828.8,0.3,100040,0.016555,741.98,165.4851,0.140127,4.0613,469.75
1828.8,0.3,200030,0.023121,806.52,115.5883,0.200617,5.2809,503.89
1828.8,0.3,300020,0.029027,858.23,96.7479,0.239684,6.1741,525.78
1828.8,0.3,400010,0.034718,902.49,86.7947,0.26717,6.9236,542.7
1828.8,0.3,500000,0.040235,942.21,80.4697,0.28817,7.5817,556.93
1828.8,0.3,600000,0.04561,978.28,76.0158,0.305054,8.1718,568.95
1828.8,0.3,700000,0.05089,1011.6,72.7,0.318968,8.7228,579.91
1828.8,0.3,800000,0.056229,1044.7,70.2858,0.329923,9.2301,590.11
1828.8,0.3,900000,0.061533,1076,68.3705,0.339166,9.7143,599.76
1828.8,0.3,1000000,0.066831,1105.9,66.8309,0.346979,10.175,608.62
1828.8,0.3,1100000,0.072091,1134.2,65.5376,0.353826,10.621,617
1828.8,0.3,1200000,0.077389,1161.8,64.4905,0.359571,11.054,625.04
1828.8,0.3,1300000,0.082735,1188.6,63.6424,0.364363,11.479,632.86
1828.8,0.3,1400000,0.088101,1214.5,62.9293,0.368492,11.895,640.42
1828.8,0.3,1500000,0.0935,1240.1,62.3334,0.372014,12.301,647.89
1828.8,0.3,1600000,0.098976,1265.2,61.8599,0.374862,12.704,655.21
1828.8,0.3,1700000,0.10447,1289.8,61.4536,0.377341,13.099,662.38
1828.8,0.3,1800000,0.1101,1315.5,61.1681,0.379102,13.478,669.82
1828.8,0.4,100040,0.016002,728.59,159.9509,0.144975,4.0892,470.75
1828.8,0.4,200030,0.022428,795.53,112.1213,0.20682,5.3072,504.93
1828.8,0.4,300020,0.028289,847.96,94.2894,0.245934,6.2018,526.85
1828.8,0.4,400010,0.033838,891.44,84.5928,0.274124,6.954,543.38
1828.8,0.4,500000,0.039297,931.27,78.5925,0.295053,7.6143,557.62
1828.8,0.4,600000,0.044611,967.02,74.3511,0.311884,8.2067,569.47
1828.8,0.4,700000,0.049838,1000.1,71.1968,0.325702,8.759,580.24
1828.8,0.4,800000,0.055019,1031.2,68.774,0.337176,9.2734,589.89
1828.8,0.4,900000,0.060278,1062.4,66.976,0.346228,9.7596,599.45
1828.8,0.4,1000000,0.065539,1092.3,65.5387,0.35382,10.223,608.28
1828.8,0.4,1100000,0.07075,1120.3,64.3181,0.360535,10.671,616.56
1828.8,0.4,1200000,0.075968,1147.2,63.3065,0.366296,11.11,624.51
1828.8,0.4,1300000,0.081236,1173.4,62.4892,0.371087,11.538,632.18
1828.8,0.4,1400000,0.086536,1199,61.8114,0.375156,11.955,639.62
1828.8,0.4,1500000,0.091835,1223.6,61.2233,0.37876,12.365,646.77
1828.8,0.4,1600000,0.097268,1248.4,60.7924,0.381444,12.772,654.01
1828.8,0.4,1700000,0.10269,1272.4,60.4068,0.383879,13.17,661.01
1828.8,0.4,1800000,0.10811,1295.6,60.0639,0.386071,13.562,667.79
1828.8,0.4,1900000,0.11366,1319.7,59.8193,0.38765,13.94,674.78
1828.8,0.5,100040,0.015257,711.25,152.5061,0.152053,4.1269,471.96
1828.8,0.5,200030,0.021553,781.82,107.7472,0.215216,5.3411,506.41
1828.8,0.5,300000,0.027318,834.84,91.0588,0.254659,6.2378,528.28
1828.8,0.5,400000,0.032707,877.8,81.7681,0.283594,6.9921,544.46
1828.8,0.5,500000,0.038094,917.44,76.1879,0.304365,7.656,558.51
1828.8,0.5,600000,0.043347,953.27,72.2449,0.320977,8.2503,570.36
1828.8,0.5,700000,0.048474,985.54,69.248,0.334868,8.8061,580.79
1828.8,0.5,800000,0.053593,1016.5,66.9907,0.346152,9.3215,590.31
1828.8,0.5,900000,0.058649,1045.2,65.1655,0.355847,9.8177,599.2
1828.8,0.5,1000000,0.063858,1074.8,63.8581,0.363132,10.284,607.88
1828.8,0.5,1100000,0.069013,1102.7,62.7394,0.369607,10.735,616.12
1828.8,0.5,1200000,0.074182,1129.4,61.8184,0.375113,11.176,623.99
1828.8,0.5,1300000,0.07935,1154.9,61.0388,0.379905,11.61,631.56
1828.8,0.5,1400000,0.08452,1179.4,60.3713,0.384105,12.034,638.79
1828.8,0.5,1500000,0.089784,1204,59.8562,0.38741,12.447,645.87
1828.8,0.5,1600000,0.095107,1227.9,59.4416,0.390113,12.857,652.8
1828.8,0.5,1700000,0.10043,1251,59.0771,0.39252,13.26,659.54
1828.8,0.5,1800000,0.10578,1273.9,58.7682,0.394583,13.655,666.23
1828.8,0.5,1900000,0.11117,1296.3,58.5099,0.396325,14.043,672.74
1828.8,0.5,2000000,0.11663,1318.3,58.3144,0.397654,14.432,679.15
2133.6,0,100040,0.0169,756.34,168.9334,0.137267,3.9416,467.09
2133.6,0,200030,0.023546,820.46,117.7145,0.196993,5.1339,501.37
2133.6,0,300020,0.029499,871.41,98.3242,0.235842,6.0128,523.16
2133.6,0,400010,0.035282,917.53,88.2028,0.262905,6.7437,540.64
2133.6,0,500000,0.040847,958.11,81.6933,0.283853,7.3889,555.13
2133.6,0,600000,0.046273,995.31,77.1217,0.30068,7.9665,567.53
2133.6,0,700000,0.051725,1031.8,73.8933,0.313817,8.4992,579.26
2133.6,0,800000,0.05713,1066.1,71.413,0.324716,8.9962,589.87
2133.6,0,900000,0.062478,1098.1,69.4204,0.334036,9.4712,599.65
2133.6,0,1000000,0.067843,1129,67.8434,0.341801,9.9229,608.75
2133.6,0,1100000,0.073202,1158.8,66.5471,0.348459,10.358,617.44
2133.6,0,1200000,0.078602,1187.6,65.5014,0.354022,10.784,625.84
2133.6,0,1300000,0.084068,1216,64.6674,0.358588,11.201,634.14
2133.6,0,1400000,0.08952,1243.2,63.9428,0.362651,11.609,642.12
2133.6,0,1500000,0.095099,1271,63.3992,0.365761,12.006,650.21
2133.6,0,1600000,0.10079,1299.2,62.9946,0.36811,12.393,658.38
2133.6,0,1700000,0.10648,1326.5,62.6358,0.370219,12.772,666.31
2133.6,0.1,100040,0.016817,754.53,168.0982,0.137949,3.9452,467.23
2133.6,0.1,200030,0.023454,818.9,117.254,0.197767,5.1376,501.51
2133.6,0.1,300020,0.029386,869.79,97.947,0.23675,6.0165,523.26
2133.6,0.1,400010,0.035162,915.97,87.9038,0.263799,6.7479,540.74
2133.6,0.1,500000,0.040712,956.4,81.424,0.284792,7.3934,555.18
2133.6,0.1,600000,0.046138,993.67,76.8956,0.301564,7.9714,567.59
2133.6,0.1,700000,0.051568,1029.8,73.6678,0.314777,8.5049,579.22
2133.6,0.1,800000,0.056968,1064.1,71.2102,0.325641,9.0025,589.82
2133.6,0.1,900000,0.062307,1096.1,69.2304,0.334953,9.4776,599.59
2133.6,0.1,1000000,0.067655,1126.9,67.6554,0.342751,9.9302,608.66
2133.6,0.1,1100000,0.07301,1156.6,66.3729,0.349374,10.365,617.33
2133.6,0.1,1200000,0.07838,1185.1,65.3169,0.355022,10.792,625.66
2133.6,0.1,1300000,0.083847,1213.6,64.498,0.359529,11.21,633.97
2133.6,0.1,1400000,0.089296,1240.8,63.7829,0.363561,11.617,641.93
2133.6,0.1,1500000,0.09484,1268.1,63.2266,0.366759,12.017,649.89
2133.6,0.1,1600000,0.10052,1296.2,62.8257,0.3691,12.404,658.06
2133.6,0.1,1700000,0.10621,1323.4,62.4737,0.371179,12.784,665.96
2133.6,0.2,100040,0.016568,749.23,165.6096,0.140022,3.9557,467.72
2133.6,0.2,200010,0.023173,814.15,115.8567,0.200152,5.1484,501.92
2133.6,0.2,300020,0.029061,865.22,96.862,0.239402,6.028,523.64
2133.6,0.2,400010,0.034804,911.29,87.0086,0.266513,6.7603,541.04
2133.6,0.2,500000,0.040323,951.53,80.6449,0.287544,7.4075,555.39
2133.6,0.2,600000,0.045723,988.72,76.2051,0.304296,7.9857,567.73
2133.6,0.2,700000,0.051089,1024,72.9839,0.317727,8.5219,579.1
2133.6,0.2,800000,0.056466,1058.2,70.583,0.328534,9.0203,589.66
2133.6,0.2,900000,0.061793,1090.2,68.6583,0.337744,9.4965,599.4
2133.6,0.2,1000000,0.067105,1120.7,67.1047,0.345563,9.951,608.43
2133.6,0.2,1100000,0.072421,1150.1,65.8372,0.352216,10.388,617.03
2133.6,0.2,1200000,0.077786,1178.6,64.822,0.357733,10.816,625.34
2133.6,0.2,1300000,0.083195,1206.4,63.9959,0.362351,11.235,633.47
2133.6,0.2,1400000,0.088622,1233.5,63.3012,0.366327,11.644,641.39
2133.6,0.2,1500000,0.09409,1259.8,62.7266,0.369683,12.048,649.09
2133.6,0.2,1600000,0.099714,1287.3,62.321,0.372088,12.438,657.07
2133.6,0.2,1700000,0.10538,1314.4,61.9861,0.374099,12.819,664.93
2133.6,0.3,100040,0.016195,740.42,161.8865,0.143242,3.9732,468.49
2133.6,0.3,200030,0.022696,806.16,113.4638,0.204373,5.1668,502.59
2133.6,0.3,300020,0.028535,858.16,95.1098,0.243812,6.0459,524.43
2133.6,0.3,400010,0.034209,903.61,85.5209,0.271149,6.7807,541.55
2133.6,0.3,500000,0.039678,943.67,79.3559,0.292214,7.4298,555.83
2133.6,0.3,600000,0.045031,980.49,75.0511,0.308975,8.0101,567.99
2133.6,0.3,700000,0.050291,1014.4,71.8436,0.32277,8.5505,578.94
2133.6,0.3,800000,0.055633,1048.5,69.5411,0.333456,9.0506,589.44
2133.6,0.3,900000,0.060929,1080.4,67.6992,0.342529,9.5279,599.13
2133.6,0.3,1000000,0.066202,1110.7,66.2016,0.350277,9.9845,608.1
2133.6,0.3,1100000,0.071447,1139.4,64.9519,0.357017,10.426,616.56
2133.6,0.3,1200000,0.076783,1167.7,63.9855,0.362409,10.856,624.83
2133.6,0.3,1300000,0.082119,1194.9,63.1687,0.367096,11.278,632.75
2133.6,0.3,1400000,0.087496,1221.6,62.4975,0.371038,11.689,640.54
2133.6,0.3,1500000,0.092935,1247.8,61.9569,0.374275,12.094,648.19
2133.6,0.3,1600000,0.098397,1273.1,61.4982,0.377067,12.494,655.6
2133.6,0.3,1700000,0.10399,1299.6,61.1721,0.379077,12.878,663.29
2133.6,0.3,1800000,0.10962,1325.7,60.8984,0.380781,13.254,670.84
2133.6,0.4,100040,0.015665,727.36,156.586,0.148091,3.9998,469.5
2133.6,0.4,200030,0.022027,795.27,110.1197,0.210579,5.1925,503.61
2133.6,0.4,300020,0.027826,848.11,92.7465,0.250025,6.0725,525.51
2133.6,0.4,400000,0.033355,892.68,83.388,0.278085,6.8099,542.23
2133.6,0.4,500000,0.038778,932.92,77.5551,0.298999,7.4606,556.51
2133.6,0.4,600000,0.044051,968.99,73.4173,0.315851,8.0449,568.38
2133.6,0.4,700000,0.049267,1002.9,70.3812,0.329476,8.586,579.24
2133.6,0.4,800000,0.054463,1035.1,68.0782,0.340622,9.0931,589.2
2133.6,0.4,900000,0.059712,1066.9,66.3472,0.349509,9.5722,598.8
2133.6,0.4,1000000,0.064943,1097,64.9434,0.357064,10.031,607.71
2133.6,0.4,1100000,0.070132,1125.3,63.7567,0.36371,10.475,616.12
2133.6,0.4,1200000,0.07537,1152.7,62.8082,0.369202,10.913,624.21
2133.6,0.4,1300000,0.080651,1179.7,62.039,0.37378,11.334,632.02
2133.6,0.4,1400000,0.085941,1205.6,61.3863,0.377754,11.749,639.56
2133.6,0.4,1500000,0.091315,1231.2,60.8767,0.380916,12.159,647.02
2133.6,0.4,1600000,0.09673,1256.3,60.456,0.383567,12.561,654.36
2133.6,0.4,1700000,0.10214,1280.6,60.0853,0.385934,12.956,661.45
2133.6,0.4,1800000,0.10763,1305.1,59.7943,0.387811,13.339,668.58
2133.6,0.5,100040,0.01495,710.32,149.4396,0.155173,4.0366,470.73
2133.6,0.5,200030,0.021168,781.59,105.8237,0.219128,5.2257,505.02
2133.6,0.5,300000,0.026889,835.17,89.631,0.258715,6.1068,526.93
2133.6,0.5,400010,0.032219,878.4,80.5451,0.2879,6.8474,543.09
2133.6,0.5,500000,0.037604,919.16,75.2076,0.308332,7.5001,557.35
2133.6,0.5,600000,0.042823,955.34,71.371,0.324907,8.0875,569.28
2133.6,0.5,700000,0.047936,988.21,68.4792,0.338627,8.6324,579.68
2133.6,0.5,800000,0.053032,1019.6,66.2898,0.349811,9.1431,589.4
2133.6,0.5,900000,0.058143,1049.8,64.6036,0.358942,9.6289,598.48
2133.6,0.5,1000000,0.063311,1079.6,63.3113,0.366268,10.09,607.3
2133.6,0.5,1100000,0.068452,1107.9,62.2293,0.372637,10.537,615.64
2133.6,0.5,1200000,0.073629,1134.9,61.3572,0.377934,10.979,623.66
2133.6,0.5,1300000,0.078795,1160.9,60.6112,0.382585,11.407,631.3
2133.6,0.5,1400000,0.083981,1186.1,59.9863,0.386571,11.825,638.67
2133.6,0.5,1500000,0.089278,1211.1,59.5188,0.389607,12.239,645.93
2133.6,0.5,1600000,0.094567,1235.1,59.1045,0.392338,12.645,652.91
2133.6,0.5,1700000,0.099936,1259.2,58.7861,0.394463,13.044,659.92
2133.6,0.5,1800000,0.10529,1282.4,58.4947,0.396428,13.435,666.7
