Swing,AR,TR,Sweep,tc,flap_area,CD0,K,CL_max,LDmax,W_wing,V_st
10.670121598643117,7.235333531673665,0.3181298826487494,12.057110159550913,0.11988469294960623,0.39703347182481713,0.008105258190736361,0.01157588793294775,1.6864858361456587,51.618980245300264,84.58167516970113,10.258879169081201
10.488483419666357,4.009861313853514,0.5312714013804906,12.478108386263024,0.10502792962341728,0.22137950373712798,0.007561764646061752,0.01954242327000839,1.4831328321418744,41.13099527216926,64.56954352740594,11.033913515224643
19.073298267624878,6.071105213234668,0.513658342233974,1.2433927729732983,0.14764613709854185,0.2747597425726328,0.00823499317677439,0.01343445929806838,1.5810965199411322,47.53661865778117,107.2395755469677,7.924718724383537
14.307610297581839,4.526487602420661,0.3715658762534582,0.7758886182876712,0.11865129862935511,0.47342237013307054,0.007663803314477521,0.017446322176022492,1.8137378581380985,43.24101553878188,83.5341346884422,8.542896361764726
18.77395351209265,7.122405046942442,0.3610846052755901,9.195770365737609,0.13547424124895,0.3280823732890188,0.008038530502086581,0.011716858413328472,1.6227296414110706,51.52002692932736,119.72195828623478,7.884515193805492
17.90582702599501,6.851526167646739,0.432840546382667,8.372892141359486,0.1215908696455941,0.3067367222568203,0.007830346552678192,0.012111029371206705,1.6016268481336,51.34391537953724,118.504634965007,8.126397942901178
14.976923633538581,5.9800557942811,0.3278573508765679,8.50583015797257,0.13738461564333732,0.46456015198990885,0.00809738997802354,0.013635910860134104,1.783697963654183,47.58339222094421,94.12347853580265,8.419842779580561
15.637583964119182,7.459407420412374,0.5395206180132038,1.5194129585788028,0.12564662327645248,0.23714236907825623,0.008095497003639509,0.011240462855846154,1.5369159995096535,52.41506741763004,108.5480742368699,8.87699662887097
17.761169684026175,4.510885806816587,0.4564101596079995,16.866086948092597,0.10616035023032143,0.41026909640096587,0.007273188280499026,0.0176163240892056,1.6651689420530154,44.172292923037226,106.86704281954673,8.002229736027369
19.496876655686947,4.810782250861015,0.45259050687284597,2.10771074131721,0.13101167938632002,0.37153946908448654,0.007742179553109256,0.01651714146531076,1.6935546343364294,44.21513349603112,103.3650485060529,7.5734510053096455
15.873067859773759,5.843330121820903,0.3942559520745426,2.2147313113679026,0.13134569248704428,0.24559568280019062,0.007983955478857333,0.013894586844546239,1.5461911015901215,47.47206594830305,94.06458218062214,8.78443688534118
14.579952638127175,4.990822747784956,0.4788880434103438,17.32215690245417,0.14098653145226292,0.3835545311509179,0.008038719094417284,0.016092250826544443,1.6312592934188437,43.96106258956482,86.53126636063723,8.923523918075935
19.53697275709657,5.277973694410297,0.48604895941622556,2.744796133307692,0.10386717238565027,0.2661725557977518,0.007371070740919075,0.015205204751617681,1.56961906074241,47.228981320405246,116.68374527997388,7.858690417547219
12.68888585629671,4.760305145273659,0.5997729462386959,14.398558865663611,0.15135766782891402,0.4227376713866895,0.008366582902121387,0.016752641216725834,1.6994899682397253,42.23323035559973,74.34874387855567,9.371409166122314
